Vowel Ending,Number / ਵਚਨ,Grammar / ਵਯਾਕਰਣ,Gender / ਲਿੰਗ,Word Root,Type,Evaluation,Reference Verse,Darpan Translation,Darpan Meaning,ChatGPT Commentry,Word Index,Row State
ਥਾਈ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥਾਂਈ,Plural / ਬਹੁ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਉ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਥਾਨ,Plural / ਬਹੁ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਥਾਨ ਥਨੰਤਰਿ,,Place / ਥਾਂ ਵਾਚਕ ਵੀਪਸਾ (Over & Over),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਥਾਪਿਆ ਨ ਜਾਇ,Singular / ਇਕ,Passive ਕਰਮਣੀ PAST,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥਾਰੀ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਥਾਰੇ,Plural / ਬਹੁ,Genitive ਸੰਬੰਧ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਥਾਵ,Plural / ਬਹੁ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,ਉ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਥਾਵਹੁ,,"To, Of, For, From",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਥਿਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਥਿਤੀ,Plural / ਬਹੁ,Accusative ਕਰਮ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਥਿਰੁ,Plural / ਬਹੁ,Qualitative ਗੁਣ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥਿਵਈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥਿਵਹਿ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥੀਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥੀਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥੀਸੀ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥੀਵਈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥੂਨਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਥੇ,Singular / ਇਕ,Dative ਸੰਪ੍ਦਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਥੇ,Plural / ਬਹੁ,Past ਭੁਤ,Trans / ਨਪੁਂਸਕ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥੇ,Plural / ਬਹੁ,Auxiliary ਅਪੁਰਨ Past,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥੇਂ,,"To, Of, For, From",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਥੈ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Indeclinable Past ਪੁਰਬ ਪੁਰਨ/ਕਾਰਜ ਕਾਰਨ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਥੈ,,"In, Inside, Within, ਭੀ",,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਥੈਂ,Singular / ਇਕ,Dative ਸੰਪ੍ਦਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਥੋਰੀ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Feminine / ਇਸਤਰੀ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋਰੀਆ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Feminine / ਇਸਤਰੀ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋਰੈ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋਰੈ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Feminine / ਇਸਤਰੀ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋੜੜਿਆ,Plural / ਬਹੁ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋੜੜੀ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Feminine / ਇਸਤਰੀ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋੜਾ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਥੋੜਾ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋੜਾ,,Measurement / ਪਰਮਾਣ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਥੋੜਿਆ,Plural / ਬਹੁ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋੜੀ,Singular / ਇਕ,Accusative ਕਰਮ,Feminine / ਇਸਤਰੀ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
ਥੋੜੇ,Plural / ਬਹੁ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋੜੈ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Masculine / ਪੁਲਿੰਗ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਥੋੜੈ,Singular / ਇਕ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Feminine / ਇਸਤਰੀ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਦਉਲਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਸ,,Cardinal Numeral / ਸੰਖਿਆ ਵਾਚਕ,,Ten,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਦਸ ਅਸਟ,,Cardinal Numeral / ਸੰਖਿਆ ਵਾਚਕ,,Eighteen,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਦਸ ਚਾਰਿ,,Cardinal Numeral / ਸੰਖਿਆ ਵਾਚਕ,,Fourteen,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਦਸਵਾ,,Ordinal Numeral,,Tenth,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਦਸਵੈ,,Ordinal Numeral,,Tenth,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਦਸਵੈ ਭਾਇ,,Manner / ਵਿਧੀ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਸਾਹਾ,Singular / ਇਕ,Causative ਪੇ੍ਰਣਾਰਥਕ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਸਾਵਾ,Singular / ਇਕ,Causative ਪੇ੍ਰਣਾਰਥਕ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਸਾਵਾ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਸਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਸੂਣੀ,Plural / ਬਹੁ,Qualitative ਗੁਣ,Feminine / ਇਸਤਰੀ,,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਦਹ,,Cardinal Numeral / ਸੰਖਿਆ ਵਾਚਕ,,Ten,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਦਹਦਿਸ,,Place / ਥਾਂ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਹਦਿਸਿ,,Place / ਥਾਂ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਖਿ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Indeclinable Past ਪੁਰਬ ਪੁਰਨ/ਕਾਰਜ ਕਾਰਨ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੰਦੀ,Plural / ਬਹੁ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਧਿ ਨਿਧਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Masculine / ਪੁਲਿੰਗ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਬਦਿਸਿ,,,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਬਿਓਹੁ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਭੁ,Singular / ਇਕ,,Feminine / ਇਸਤਰੀ,ੁ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਮਾਮੇ,Plural / ਬਹੁ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਰਸਾਵੜਾ,,ਅਲਪਾਰਥਕ / Diminutive,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਰਹਾਲੁ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਰਦੁ,Singular / ਇਕ,,Feminine / ਇਸਤਰੀ,ੁ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਰਵੇਸਾਵੀ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,Feminine / ਇਸਤਰੀ,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਰੀਆਵੈ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Masculine / ਪੁਲਿੰਗ,ਉ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਾ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਾ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਾ,Singular / ਇਕ,Of,Masculine / ਪੁਲਿੰਗ,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ੰਦਾ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਾਸਨਿ,Plural / ਬਹੁ,Genitive ਸੰਬੰਧ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਸਨਿ ਦਾਸੁ,Plural / ਬਹੁ,Genitive ਸੰਬੰਧ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਸਰੋ,,ਅਲਪਾਰਥਕ / Diminutive,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਸਾਰਾ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਤੀ,Plural / ਬਹੁ,Nominative ਕਰਤਾ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਤੀ,Singular / ਇਕ,Instrumental ਕਰਣ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਤੀ,Plural / ਬਹੁ,Locative ਅਧਿਕਰਣ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਤੀਂ,Plural / ਬਹੁ,Accusative ਕਰਮ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਤੈ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਤੌ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਦਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਧੀਲੇ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਾਨਿ,,ਵਿਸ਼ੇਸ਼ਣ / Adjective,,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਨੇਨ,Singular / ਇਕ,Instrumental ਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਮਨਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਲਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਾਵਨਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਿਸਟਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਿਸਮੁ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਸੈ,Singular / ਇਕ,Passive ਕਰਮਣੀ PRESENT,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਹੁ ਦਿਹੁ,,Time / ਸਮਾ ਵਾਚਕ ਵੀਪਸਾ (Over & Over),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਹੁ ਦੀਵੀ,,Time / ਸਮਾ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਖਾਵਾ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਤਾ,Singular / ਇਕ,Past ਭੁਤ (Participle form),Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਤਾ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Perfective Aspect ਪੁਰਨ ਪਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਤਿ,Singular / ਇਕ,ਤਤਸਮ ਸ਼ਬਦ,Feminine / ਇਸਤਰੀ,ਸਿਹਾਰੀ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਿਤਿਅਨੁ,Singular / ਇਕ,Pronominal Suffixes ਾ End,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਤਿਅਨੁ,Plural / ਬਹੁ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਤੀਅਨੁ,Singular / ਇਕ,Past ਭੁਤ,Feminine / ਇਸਤਰੀ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਤੀਮੁ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਤੋਸੁ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਤੋਨੁ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦਿਨ,Plural / ਬਹੁ,,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਿਨ ਰਾਤਿ,,Time / ਸਮਾ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨ ਰਾਤੀ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨ ਰੈਣਾਰੇ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨ ਰੈਣਿ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨ ਰੈਨਾਈ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨ ਰੈਨਿ,,Time / ਸਮਾ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨਸ ਅਰ ਰਾਤਿ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨਸ ਸਭ ਰੈਨੀ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨਸ ਰੈਣਿ,,Time / ਸਮਾ ਵਾਚਕ (Phrase form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨਸੁ ਰੈਣਿ,,,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨੁ,,Time / ਸਮਾ ਵਾਚਕ,,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨੁ,Singular / ਇਕ,,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਿਨੁ ਦਿਨੁ,,Time / ਸਮਾ ਵਾਚਕ (Compound form),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਨੁ ਦਿਨੁ,,Time / ਸਮਾ ਵਾਚਕ ਵੀਪਸਾ (Over & Over),,,Adverb / ਕਿਰਿਆ ਵਿਸੇਸ਼ਣ,Predefined,,,,,,
ਦਿਲਿ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਦਿਵਾਨੀ,Singular / ਇਕ,Qualitative ਗੁਣ,Feminine / ਇਸਤਰੀ,ਬਿਹਾਰੀ Ending,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਦੀ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀ,Singular / ਇਕ,Of,Feminine / ਇਸਤਰੀ,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਦੀਅਉ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਆ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਆ,Plural / ਬਹੁ,Of,Feminine / ਇਸਤਰੀ,,Postposition / ਸੰਬੰਧਕ,Predefined,,,,,,
ਦੀਆਂ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਏ,Plural / ਬਹੁ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਚੈ,Singular / ਇਕ,Passive Future Imperative ਹੁਕਮੀ ਭਵਿਖਤ ਕਾਲ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਜੈ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਜੈ,Singular / ਇਕ,Passive Future Imperative ਹੁਕਮੀ ਭਵਿਖਤ ਕਾਲ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਨੋ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਨੋ,Singular / ਇਕ,Past ਭੁਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਪਾਇਓ,,Denominative / ਨਾਂਵ ਧਾਤੂ,,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਦੀਵੈ,Singular / ਇਕ,Instrumental ਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
