Word,Meanings
ਫਿਟਕੇ,"['ਫਿਟਕਾਰੇ ਹੋਏ', 'ਵਿਛੜੇ ਹੋਏ', 'ਫਿਟਕਾਰਾਂ ਪਾਂਦਾ ਹੈ', 'ਫਿਟਕਾਰ ਪਾਈ']"
ਫਿਟਾ,"['ਫਿਟਕਾਰਿਆ ਹੋਇਆ', 'ਊਤਿਆ ਹੋਇਆ']"
ਫਿਟਿਆ,"['ਮੰਦੇ', 'ਫਿਟਕਾਰ-ਜੋਗ']"
ਫਿਟੁ,['ਫਿਟਕਾਰ-ਯੋਗ']
ਫਿਟੁ ਧ੍ਰਿਗੁ,['ਫਿਟਕਾਰ-ਜੋਗ']
ਫਿਟੁ ਫਿਟੁ ਕਹੈ,['ਫਿਟਕਾਰਾਂ ਪਾਂਦਾ ਹੈ']
ਫਿਟੈ,['ਖ਼ਰਾਬ ਹੋ ਜਾਏ']
ਫਿਰਉ,"['ਫਿਰਉਂ', 'ਮੈਂ ਫਿਰਦੀ ਹਾਂ', 'ਮੈਂ ਫਿਰਦਾ ਹਾਂ', 'ਫਿਰਦੀ ਹਾਂ']"
ਫਿਰਣ ਸੀਹ,['ਬਾਬਾ ਫੇਰੂ ਦਾ ਸੁਪੁੱਤ੍ਰ']
ਫਿਰਤ ਫਿਰਤ,"['ਭਾਲ ਕਰਦਿਆਂ ਕਰਦਿਆਂ', 'ਭਟਕਦਾ ਭਟਕਦਾ', 'ਸਦਾ ਫਿਰਦੇ ਰਹਿਣ ਵਾਲੇ']"
ਫਿਰਤ ਸਗਲ ਜੁਗ,['ਸਾਰੇ ਜੁਗਾਂ ਵਿਚ ਭੌਂਦਾ']
ਫਿਰਤਉ,['ਫਿਰਦਾ ਹੈ']
ਫਿਰਤੋ,['ਭਟਕਦਾ ਫਿਰਦਾ ਹੈ']
ਫਿਰਥਈ,['ਤੁਰਿਆ ਫਿਰਦਾ ਹੈ']
ਫਿਰਨ,['ਜਨਮ ਮਰਨ ਦੇ ਗੇੜ']
ਫਿਰਹਿ,"['ਫਿਰਦੀਆਂ ਹਨ', 'ਭਟਕਦੇ ਫਿਰਦੇ ਹਨ', 'ਤੂੰ ਫਿਰਦਾ ਰਹੇਂ', 'ਭਟਕਦੇ ਹਨ', 'ਫਿਰਦੇ ਹਨ', 'ਤੂੰ ਫਿਰਦਾ ਹੈਂ']"
ਫਿਰਾ,"['ਫਿਰਦਾ ਹਾਂ', 'ਫਿਰਾਂ', 'ਮੈਂ ਫਿਰਦਾ ਹਾਂ']"
ਫਿਰਾਇ,"['ਭਟਕ ਭਟਕ ਕੇ', 'ਤੂੰ ਫਿਰਦਾ ਹੈਂ']"
ਫਿਰਾਉ,"['ਫਿਰਉਂ', 'ਫੇਰਾ']"
ਫਿਰਾਮੀ,['ਫਿਰਦੀ ਹੈ']
ਫਿਰਾਵਉ,"['ਮੈਂ ਵਿਗਾੜ ਵਲੋਂ ਵਰਜ ਰਿਹਾ ਹਾਂ', 'ਫਿਰਾਵਉਂ', 'ਮੈਂ ਮੋੜ ਰਿਹਾ ਹਾਂ', 'ਮੈਂ ਫਿਰਾ ਰਿਹਾ ਹਾਂ']"
ਫਿਰਾਹਿ,"['ਭਟਕਦੇ ਫਿਰਦੇ ਹਨ', 'ਫਿਰਦੇ ਹਨ', 'ਰੁੱਝੇ ਹੋਏ ਹਨ', 'ਪਰਵਿਰਤ ਹਨ']"
ਫਿਰਾਹੀ,"['ਫਿਰਾਹਿ', 'ਫਿਰਦੇ ਹਨ', 'ਫਿਰਹਿ']"
ਫਿਰਿ,"['ਭੌਂ ਕੇ', 'ਉਲਟਾ', 'ਮੁੜ ਮੁੜ', 'ਉਲਟ ਕੇ', 'ਭਉਂ ਕੇ', 'ਮੁੜ', 'ਸਗੋਂ', 'ਉਸ ਦੇ ਉਲਟ', 'ਫਿਰ ਕੇ', 'ਸਮਾ ਵਿਹਾ ਜਾਣ ਤੇ', 'ਪਰਤ ਕੇ', 'ਭਟਕ ਕੇ', 'ਕਿ ਇਹ ਵੇਲਾ ਖੁੰਝਣ ਤੇ', 'ਫਿਰ ਭੀ', 'ਫਿਰ ਫਿਰ ਕੇ']"
ਫਿਰਿ ਆਨੋ,['ਭਟਕਦਾ ਫਿਰਦਾ ਹੈ']
ਫਿਰਿ ਕੈ,"['ਤਬਦੀਲ ਹੋ ਕੇ', 'ਪਲਟ ਕੇ']"
ਫਿਰਿ ਘਿਰਿ,"['ਆਖ਼ਰ ਥੱਕ ਕੇ', 'ਮੁੜ-ਘਿੜ']"
ਫਿਰਿ ਥਾਕੀ,['ਭੌਂ ਭੌਂ ਕੇ ਖਪ ਲੱਥੀ']
ਫਿਰਿ ਫਿਰਿ,"['ਮੁੜ ਮੁੜ', 'ਸਦਾ']"
ਫਿਰੀ,['ਬਦਲ ਗਈ ਹੈ']
ਫਿਰੈ,"['ਚੱਕਰ ਲਾਂਦਾ ਹੈ', 'ਭਟਕਦਾ ਫਿਰਦਾ ਹੈ', 'ਫਿਰਦਾ ਹੈ', 'ਭਟਕਦੀ ਫਿਰਦੀ ਹੈ']"
ਫਿਰੈ ਉਦਾਸਿ,['ਭਟਕਦਾ ਫਿਰਦਾ ਹੈ']
ਫਿਰੈ ਨਾਹੀ,['ਮੋੜਿਆ ਨਹੀਂ ਜਾ ਸਕਦਾ']
ਫਿਰੰਨ੍ਹ੍ਹਿ,['{ਅੱਖਰ ‘ਨ’ ਦੇ ਨਾਲ ਅੱਧਾ ‘ਹ’ ਹੈ}']
ਫਿਲਹਾਲ,"['ਛਿਨ-ਭੰਗਰ', 'ਫ਼ਿਲ ਹਾਲ', 'ਹੁਣੇ ਹੁਣੇ ਵਾਸਤੇ', 'ਛੇਤੀ ਨਾਸ ਹੋ ਜਾਣ ਵਾਲੇ']"
ਫਿਲਹਾਲਾ,"['ਨਾਸਵੰਤ', 'ਚੰਦ-ਰੋਜ਼ਾ']"
ਫੀਕ,"['ਕੋਰੇ', 'ਬੇ-ਸੁਆਦੇ', 'ਫਿੱਕੇ', 'ਰੁੱਖੇ']"
ਫੀਕ ਫਿਕਾਨੈ,['ਬਹੁਤ ਹੀ ਫਿੱਕੇ']
ਫੀਕਾ,"['ਬੇ-ਰਸਾ', 'ਰੁੱਖਾ', 'ਆਤਮਕ ਰਸ ਤੋਂ ਸੱਖਣਾ', 'ਬੇ-ਸੁਆਦਾ', 'ਬੇ-ਰਸ']"
ਫੀਕੀ,"['ਫਿੱਕੇ ਬੋਲ ਬੋਲਣ ਵਾਲੀ', 'ਬੇ-ਸੁਆਦੇ', 'ਫੀਕੇ', 'ਬੇ-ਸੁਆਦੀ']"
ਫੀਕੇ,"['ਬੇ-ਸੁਆਦ', 'ਬੇ-ਸੁਆਦੇ', 'ਖਰ੍ਹਵੇ', 'ਕੱਚੇ', 'ਫਿੱਕੇ']"
ਫੀਟੈ,['ਵਿਗੜਦਾ']
ਫੀਰੁ,['ਫੇਰਾ']
ਫੀਲੁ,['ਹਾਥੀ']
ਫੁਟੰਨਿ,"['ਵਿਕਾਰਾਂ ਨਾਲ ਗੰਦੇ ਹੋ ਜਾਂਦੇ ਹਨ', 'ਫੁੱਟ ਜਾਂਦੇ ਹਨ']"
ਫੁਨਿ,"['ਫੇਰ', 'ਮਮਤਾ ਵਿਚ ਬੱਧੇ ਹੋਏ ਹੀ', 'ਪ੍ਰਾਣ ਚਲੇ ਜਾਣ ਤੋਂ ਪਿਛੋਂ', 'ਫਿਰ ਕਦੇ', 'ਫਿਰ,', 'ਮੁੜ ਮੁੜ', 'ਉਸੇ ਹਾਲਤ ਵਿਚ', 'ਮੁੜ ਭੀ', 'ਮੁੜ', 'ਪੁਨਰਪਿ {ਪੁਨਹ-ਅਪਿ} ਫਿਰ ਭੀ', 'ਅਤੇ', 'ਫਿਰ', 'ਅਤੇ ਹੋਰ', 'ਮੁੜ ਪਰਤ ਕੇ', 'ਭੀ', 'ਉਹਨਾਂ ਦੇ ਥਾਂ']"
ਫੁਨਿ ਤੋਹਿ,['ਤੈਨੂੰ ਭੀ']
ਫੁਰਮਾਇ,['ਹੁਕਮ ਕਰ']
ਫੁਰਮਾਇਅੜਾ,['ਫ਼ੁਰਮਾਇਆ ਹੋਇਆ ਹੁਕਮ']
ਫੁਰਮਾਇਸਿ,"['ਹਕੂਮਤ', 'ਹੁਕਮ']"
ਫੁਰਮਾਇਸੀ,['{ਲਫ਼ਜ਼ ‘ਫੁਰਮਾਇਸਿ’ ਤੋਂ ਬਹੁ-ਵਚਨ} ਹੁਕਮ']
ਫੁਰਮਾਈ,"['ਉਪਦੇਸ਼', 'ਹੁਕਮ']"
ਫੁਰਮਾਈ ਗਾਇ,['ਗਾਂ ਦਾ ਹੁਕਮ ਦਿੱਤਾ ਸੀ']
ਫੁਰਮਾਏ,"['ਹੁਕਮ ਕੀਤਾ ਹੁੰਦਾ ਹੈ', 'ਅਕਾਲ ਪੁਰਖ ਹੁਕਮ ਕਰਦਾ ਹੈ', 'ਫ਼ੁਰਮਾਇਆ']"
ਫੁਰਮਾਣੁ,['ਹੁਕਮ']
ਫੁਰਮਾਣੈ,"['ਤੇਰੇ ਹੁਕਮ ਵਿਚ ਹੀ', 'ਫੁਰਮਾਨ ਵਿਚ ਹੀ']"
ਫੁਰਮਾਨੀ,['ਹੁਕਮ ਮੰਨਣਾ']
ਫੁਰਮਾਨੁ,['ਹੁਕਮ']
ਫੁਰਮਾਵਹਿ,['ਤੂੰ ਹੁਕਮ ਕਰਦਾ ਹੈਂ']
ਫੁਰਿਆ,['ਅਨੁਭਵ ਹੋਇਆ']
ਫੁਲਵਤ,"['ਫੁੱਲਦਾ', 'ਮਾਣ ਕਰਦਾ']"
ਫੁਲੀਅਹਿ,"['ਉਹਨਾਂ ਨੂੰ ਫੁੱਲ ਲੱਗਦੇ ਹਨ', 'ਉਹ ਪ੍ਰਫੁਲਤ ਹੁੰਦੇ ਹਨ']"
ਫੁਲੈ,['ਖਿੜ ਪੈਂਦਾ ਹੈ']
ਫੁਲੜਾ,['ਸੋਹਣਾ ਜਿਹਾ ਫੁੱਲ']
ਫੁਸੀ,['ਕਮਜ਼ੋਰ']
ਫੂਏ ਫਾਲ,"['ਤੀਲਾ ਤੀਲਾ ਹੋ ਗਏ ਹਨ', 'ਖਿਲਰੇ ਰਹਿੰਦੇ ਹਨ']"
ਫੂਕ,"['ਸੁਆਸ', 'ਪ੍ਰਾਣ']"
ਫੂਕ ਦੇਵੈ,['ਸਾੜ ਦੇਵੇ']
ਫੂਕਿ,"['ਅਹੰਕਾਰ ਨਾਲ', 'ਫੂਕਾਂ ਮਾਰ ਕੇ', 'ਅਹੰਕਾਰ ਵਿਚ']"
ਫੂਕੈ,"['ਫੂਕਾਂ ਮਾਰਦਾ ਹੈ', 'ਸ਼ੂਕਦਾ ਹੈ']"
ਫੂਟ ਜੈਹੈ,"['ਫੁੱਟ ਜਾਇਗੀ', 'ਟੁੱਟ ਜਾਇਗੀ']"
ਫੂਟ ਮਫੂਟ,"['ਟੋਟੇ ਟੋਟੇ ਹੋ ਗਿਆ', 'ਬੇਅੰਤ ਵਾਸਨਾਂ ਪਿਛੇ ਦੌੜ-ਭੱਜ ਕਰਨ ਲੱਗ ਪਿਆ']"
ਫੂਟਾ,['ਟੁੱਟ ਗਿਆ']
ਫੂਟਿ,['ਫੁੱਟ ਕੇ']
ਫੂਟਿ ਮਰਾ,['ਮੈਂ ਫੁੱਟ ਕੇ ਮਰ ਜਾਂਦੀ ਹਾਂ']
ਫੂਟਿ ਮਰੈ,"['ਹਉਮੈ ਦੇ ਕਾਰਨ ਦੁਖੀ ਹੁੰਦਾ ਹੈ', 'ਆਫਰ ਮਰਦਾ ਹੈ', 'ਦੁਖੀ ਹੋ ਕੇ ਮਰ ਜਾਂਦਾ ਹੈ', 'ਫੁੱਟ ਮਰਦਾ ਹੈ']"
ਫੂਟਿ ਮੂਏ,['ਆਫਰ ਕੇ ਆਤਮਕ ਮੌਤੇ ਮਰ ਗਏ ਹਨ']
ਫੂਟੀ,['ਟੁੱਟ ਗਈ ਹੈ']
ਫੂਟੀ ਆਖੈ,"['ਅੰਨ੍ਹਾ ਹੋ ਜਾਣ ਦੇ ਕਾਰਨ', 'ਅੱਖਾਂ ਫੁੱਟ ਜਾਣ ਕਰਕੇ']"
ਫੂਟੇ,"['ਪਏ ਹੋਏ ਹੋਣ', 'ਟੁੱਟ ਜਾਣ ਤੇ', 'ਫੁੱਟੇ ਹੋਏ ਹੋਣ', 'ਟੁੱਟ ਗਏ']"
ਫੂਟੈ,"['ਟੁੱਟ ਜਾਂਦਾ ਹੈ', 'ਫੁਟ ਜਾਂਦਾ ਹੈ', 'ਅਡੋਲਤਾ ਨਹੀਂ ਰਹਿ ਜਾਂਦੀ']"
ਫੂਟੈ ਘਟ,['ਫੁੱਟੇ ਹੋਏ ਘੜੇ ਵਿਚੋਂ']
ਫੂਲ ਗੁਲਾਲਾ,['ਗੁਲ ਲਾਲਾ ਫੁੱਲ']
ਫੂਲ ਫੂਲ ਫੂਲੇ,"['ਫੁੱਲ ਹੀ ਫੁੱਲ ਖਿੜੇ ਹੋਏ ਹਨ', 'ਖਿੜਾਉ ਹੀ ਖਿੜਾਉ ਹੈ']"
ਫੂਲਹਿ,"['ਅਹੰਕਾਰ ਕਰਦੇ ਹਨ', 'ਫੁਲਦੇ ਹਨ', 'ਪ੍ਰਫੁਲਤ ਹੁੰਦੇ ਹਨ', 'ਆਤਮਕ ਜੀਵਨ ਵਾਲੇ ਹੋ ਜਾਂਦੇ ਹਨ', 'ਵਧਦੇ ਫੁਲਦੇ ਹਨ', 'ਖਿੜ ਪੈਂਦੇ ਹਨ', 'ਆਕੜਦੇ ਹਨ']"
ਫੂਲਿ,['ਫੁੱਲ ਉਤੇ']
ਫੂਲਿ ਫੂਲਿ,['ਫੁੱਲ ਫੁੱਲ ਕੇ']
ਫੂਲਿ ਬੈਠਾ,['ਫੁੱਲ ਫੁੱਲ ਬੈਠਦਾ ਹੈ']
ਫੂਲਿਆ,['ਹੰਕਾਰੀ ਹੋਇਆ']
ਫੂਲਿਆ ਫੂਲਿਆ,['ਹੰਕਾਰ ਵਿਚ ਮੱਤਾ ਹੋਇਆ']
ਫੂਲੀ,"['ਖਿੜੀ ਹੋਈ', 'ਫੁੱਟੀਆਂ ਹੋਈਆਂ', 'ਮਾਣ ਕਰਦੀ ਹੈ', 'ਫੁੱਲ ਲੱਗ ਰਹੇ ਹਨ', 'ਫੁੱਲ ਦੇ ਰਹੀ ਹੈ', 'ਫੁੱਲਦੀ ਹੈ', 'ਖਿੜ ਪੈਂਦੀ ਹੈ', 'ਖਿੜਦੀ ਹੈ']"
ਫੂਲੈ,['ਫੁੱਲ']
ਫੂਲੰਤ,['ਫੁੱਲ ਦੇ ਰਹੀ ਹੈ']
ਫੂੜਿ,['ਖਰ੍ਹਵੀ']
ਫੇਟ,['ਸੱਟ']
ਫੇਟੈ,"['ਸੱਟ', 'ਮਾਰ ਵਿਚ', 'ਸੱਟ ਹੇਠ', 'ਫੇਟ']"
ਫੇਨ,['ਝੱਗ']
ਫੇਨੁ,['ਝੱਗ']
ਫੇਰ,"['ਗੇੜੇ', 'ਗੇੜ', 'ਭਟਕਣਾ', 'ਜਨਮ ਮਰਨ ਦੇ ਗੇੜ', 'ਜਨਮਾਂ ਦੇ ਗੇੜ']"
ਫੇਰਹਿ,['ਭਵਾਂਦੇ ਹਨ']
ਫੇਰਾ,['ਜਨਮ ਮਰਨ ਦਾ ਗੇੜ']
ਫੇਰਾਈਐ,"['ਖਿੱਲਰ ਗਈ', 'ਫਿਰ ਗਈ', 'ਪਸਰ ਗਈ']"
ਫੇਰਾਵਤ,['ਭਵਾਂਦੇ ਹਨ']
ਫੇਰਿ,"['ਮੁੜ', 'ਫੇਰਿਆ ਕਰ', 'ਮੋੜ ਕੇ', 'ਫੇਰ ਕੇ', 'ਫਿਰ', 'ਫੇਰ ਵਿਚ', 'ਇਸ ਤੋਂ ਪਿਛੋਂ', 'ਹਟਾ ਕੇ', 'ਗੇੜ ਵਿਚ', 'ਮੋੜ ਲੈ', 'ਜੂਨਾਂ ਦੇ ਗੇੜ ਵਿਚ']"
ਫੇਰਿ ਨ ਸਕੀਐ,['ਪਰਤਾ ਨਹੀਂ ਸਕੀਦੇ']
ਫੇਰਿ ਨ ਸਕੈ,['ਮੋੜ ਨਹੀਂ ਸਕਦਾ']
ਫੇਰਿ ਫੇਰਿ,['ਮੁੜ ਮੁੜ']
ਫੇਰਿਆ,"['ਜਨਮ ਮਰਨ ਦੀਆਂ ਫੇਰੀਆਂ', 'ਗੇੜਾਂ ਵਿਚੋਂ']"
ਫੇਰੀ,"['ਜਨਮ ਮਰਨ ਦਾ ਗੇੜ', 'ਮੈਂ ਫੇਰਦਾ ਹਾਂ', 'ਫੇਰੀਂ', 'ਪਰਤਾਈ', 'ਨਿਰਤਕਾਰੀ ਵੇਲੇ ਭੁਆਂਟਣੀ', 'ਭੁਆਟਣੀ', 'ਜਨਮ ਮਰਨ ਦਾ ਚੱਕਰ', 'ਮੈਂ ਫੇਰਾਂ']"
ਫੇਰੁ,"['ਗੇੜ', 'ਮੋੜਾ', 'ਜਨਮ ਮਰਨ ਦਾ ਗੇੜ', 'ਜਨਮ ਮਰਨ ਦਾ ਲੰਮਾ ਚੱਕਰ', 'ਫੇਰਾ', 'ਰੁਕਾਵਟ', 'ਚੱਕਰ']"
ਫੇਰੁਆਣਿ ਸਤਿਗੁਰਿ,['ਫੇਰੂ ਦੇ ਪੁਤ੍ਰ ਸਤਿਗੁਰੂ ਨੇ']
ਫੇਰੇ,"['ਗੇੜੇ', 'ਮੋੜੇ', 'ਜਨਮ ਮਰਨ ਦੇ ਗੇੜਾਂ ਵਿਚ', 'ਮੋੜ ਲਿਆਉਂਦਾ ਹੈ', 'ਲਾਵਾਂ']"
ਫੇੜ ਕਰਮ,['ਕੀਤੇ ਕਰਮਾਂ']
ਫੇੜਿਆ,"['ਵਿਗਾੜਿਆ', 'ਵਿਗਾੜਿਆ ਹੈ']"
ਫੇੜੇ,"['ਮੰਦੇ ਕਰਮ', 'ਕੀਤੇ ਕਰਮ']"
ਫੈਲ,['ਵਿਖਾਵੇ ਦੇ ਕੰਮ']
ਫੈਲੁ,"['ਫੈਲਸੂਫੀ', 'ਖਿਲਾਰਾ', 'ਪਸਾਰਾ', 'ਦਿਖਾਵਾ', 'ਫੈਲਾਉ']"
ਫੋਕ,"['ਵਿਅਰਥ', 'ਫੋਕੇ']"
ਫੋਕਟ,"['ਵਿਅਰਥ', 'ਫੋਕਾ', 'ਫੋਕੇ']"
ਫੋਰ,['ਅੱਖ ਝਮਕਣ ਜਿਤਨਾ ਸਮਾ']
ਫੋਰਿ,"['ਤੋੜ ਕੇ', 'ਤੋੜ', 'ਦੂਰ ਕਰ ਕੇ']"
ਫੋਰੀ,['ਟੁੱਟ ਗਈ']
ਫੋਲਿ,['ਫੋਲ ਕੇ']
ਫੋੜਿ,"['ਤੋੜ ਕੇ', 'ਨਾਸ ਕਰ ਕੇ']"
ਫੜੀਅਗੁ,['ਫੜਿਆ ਜਾਇਗਾ']
ਫੜੁ,['ਪਖੰਡ']
ਫੜੇ ਫੜਿ,"['ਫੜ ਫੜ ਕੇ', 'ਫੜ ਕੇ ਫੜ ਕੇ', 'ਫੜਿ ਫੜਿ']"
ਫੰਕ,"['ਰਤਾ ਕੁ ਝਲਕਾਰਾ', 'ਨਿੱਕੀ ਜਿਹੀ ਫਾੜੀ', 'ਰਤਾ ਕੁ ਹਿੱਸਾ']"
ਫੰਦ,['ਫਾਹੇ']
ਫੰਦਾ,"['ਜਾਲ', 'ਫ਼ਰੇਬ', 'ਫੰਧ']"
ਫੰਦੇ,['ਫਾਹੀ ਵਿਚ']
ਫੰਧ,"['ਫਾਹੇ', 'ਫਾਹੀਆਂ']"
ਫੰਧਾ,"['ਫਾਹੀਆਂ', 'ਫਾਹੀ', 'ਫਾਹੀਆਂ ਵਿਚ']"
ਫੰਧੁ,"['ਜਾਲ', 'ਰੱਸਾ', 'ਫਾਹੀ', 'ਫੰਧਾ']"
ਫੰਨੀ,"['ਫੰਧ ਲਾਣ ਵਾਲੀ', 'ਲੋਕਾਂ ਨੂੰ ਧੋਖਾ ਦੇਣ ਵਾਲੀ']"
ਬਇਆਲਿ,['ਸਵੇਰੇ']
ਬਈਅਰਿ,"['ਇਸਤ੍ਰੀ {ਬਾਂਗਰ ਦੀ ਬੋਲੀ}', 'ਇਸਤ੍ਰੀ', 'ਜੀਵ-ਇਸਤ੍ਰ']"
ਬਉਰਾ,"['ਝੱਲਾ', 'ਪਾਗਲ', 'ਕਮਲਾ']"
ਬਉਰਾਇਆ,['ਝੱਲਾ ਹੋਇਆ']
ਬਉਰਾਣੀ,"['ਪਾਗਲ', 'ਕਮਲੀ']"
ਬਉਰਾਨਾ,"['ਝੱਲਾ', 'ਕਮਲਾ ਜਿਹਾ', 'ਝੱਲਾ ਹੋ ਰਿਹਾ ਹੈ', 'ਕਮਲਾ']"
ਬਉਰਾਨਿਆ,"['ਝੱਲੇ', 'ਕਮਲੇ']"
ਬਉਰਾਨੇ,"['ਝੱਲੇ', 'ਕਮਲੇ']"
ਬਉਰਾਨੋ,['ਕਮਲਾ ਜਿਹਾ']
ਬਉਰਾਨੰ,"['ਝੱਲਾ', 'ਕਮਲਾ']"
ਬਉਰੀ,['ਕਮਲੀ']
ਬਉਰੇ,"['ਹੇ ਕਮਲੇ ਜੀਵ!', 'ਹੇ ਕਮਲੇ!']"
ਬਕ ਬਾਦੁ,"['ਵਿਅਰਥ ਝਗੜਾ', 'ਬਹਿਸ']"
ਬਕਉ,"['ਬਕਉਂ', 'ਮੈਂ ਬੋਲਾਂ', 'ਜੇ ਮੈਂ ਬੋਲਾਂ']"
ਬਕਤ,"['ਉਚਾਰਦਿਆਂ', 'ਬੋਲ ਸਕਣ']"
ਬਕਤਾ,"['ਬੋਲਣ-ਜੋਗਾ', 'ਬੋਲਣ ਵਾਲਾ', 'ਉੱਚਾਰਨ ਵਾਲਾ', 'ਆਖਣ ਵਾਲਾ', 'ਚੰਗਾ ਬੋਲਣ ਵਾਲਾ', 'ਆਖਦਾ ਹੈ', 'ਚੰਗਾ ਬੋਲ ਸਕਣ ਵਾਲਾ', 'ਪ੍ਰਭੂ ਦੇ ਗੁਣ ਵਰਣਨ ਕਰਨ ਵਾਲਾ']"
ਬਕਤੇ,['ਆਖਦੇ ਹਨ']
ਬਕਤੈ,['ਉਪਦੇਸ਼ ਕਰਨ ਵਾਲੇ ਨੇ']
ਬਕਤੋ,['ਬੋਲਣ ਵਾਲਾ']
ਬਕਨੋ,['ਉਚਾਰਨਾ']
ਬਕਬਾਇਆ,['ਬਹੁਤਾ ਬੋਲਣਾ']
ਬਕਬਾਈ,"['ਹਵਾਈ ਬੋਲ', 'ਚਤੁਰਾਈ ਦੇ ਬਚਨ', 'ਵਿਅਰਥ ਬਚਨ']"
ਬਕਰੀ,['ਗਰੀਬੀ-ਸੁਭਾਉ']
ਬਕਰੀਦਿ,['ਉਹ ਈਦ ਜਿਸ ਤੇ ਗਊ ਦੀ ਕੁਰਬਾਨੀ ਦੇਂਦੇ ਹਨ']
ਬਕਹਿ,['ਬੋਲਦੇ ਹਨ']
ਬਕਾਹਿ,['ਬੋਲਦੇ ਹਨ']
ਬਕਿ,['ਬੋਲ ਕੇ']
ਬਕਿ ਬਕਿ,['ਬੋਲ ਬੋਲ ਕੇ']
ਬਕਿਬੋ,['ਬੋਲਦਾ ਹੈ']
ਬਕੀਐ,['ਬੋਲਦੀ']
ਬਕੀਤਾ,"['ਵਕਤਾ', 'ਬੋਲਣ ਵਾਲੇ', 'ਚੰਗਾ ਵਖਿਆਨ ਕਰ ਸਕਣ ਵਾਲੇ']"
ਬਕੈ,['ਬੋਲਦਾ ਹੈ']
ਬਕੈ ਖੜੋ,['ਖਲੋਤਾ ਉਚਾਰਦਾ ਹੈਂ']
ਬਕੈ ਨ ਬੋਲੈ,['ਵਿਅਰਥ ਨਾਹ ਬੋਲੇ']
ਬਖਤ,"['ਨਸੀਬਾ', 'ਬਖ਼ਤ']"
ਬਖਸ,"['ਦਾਤਿ', 'ਕਿਰਪਾ', 'ਮਿਹਰ', 'ਮੇਹਰ', 'ਬਖ਼ਸ਼ਸ਼', 'ਭਗਤੀ ਦੀ ਦਾਤਿ']"
ਬਖਸਨਹਾਰੇ,['ਬਖ਼ਸ਼ਸ਼ ਕਰਨ ਦੀ ਸਮਰਥਾ ਵਾਲਾ']
ਬਖਸਾਇ,['ਬਖ਼ਸ਼']
ਬਖਸਾਈਅਹਿ,['ਬਖ਼ਸ਼ਾਏ ਜਾਂਦੇ ਹਨ']
ਬਖਸਾਤੇ,['ਬਖ਼ਸ਼ਣ ਵਾਲੇ']
ਬਖਸਿ,"['ਬਖ਼ਸ਼ਸ਼ ਕਰ ਕੇ', 'ਕਿਰਪਾ ਕਰ ਕੇ', 'ਬਖ਼ਸ਼ ਕੇ', 'ਦਇਆ ਕਰ ਕੇ', 'ਮਿਹਰ ਕਰ ਕੇ', 'ਬਖਸੇ', 'ਬਖ਼ਸ਼ਸ਼ ਕਰ ਕੇ। ਤਿਸ ਕਾ,', 'ਮੇਹਰ ਕਰ ਕੇ', 'ਬਖ਼ਸਦਾ ਹੈ']"
ਬਖਸਿ ਲੈਹਿ,"['ਜਿਸ ਉੱਤੇ ਤੂ ਦਇਆਵਾਨ ਹੁੰਦਾ ਹੈਂ', 'ਤੂੰ ਬਖ਼ਸ਼ ਲੈਂਦਾ ਹੈ']"
ਬਖਸਿ ਲੈਹੁ,"['ਮੁਆਫ਼ ਕਰ', 'ਖਿਮਾ ਕਰ']"
ਬਖਸਿਅਨੁ,"['ਉਸ ਨੇ ਬਖ਼ਸ਼ੇ ਹਨ', 'ਉਸ ਨੇ ਬਖ਼ਸ਼ੇ']"
ਬਖਸਿਆਨੁ,['ਉਸ ਨੇ ਬਖ਼ਸ਼ੇ ਹਨ']
ਬਖਸਿਓਨੁ,"['ਬਖ਼ਸ਼ਿਆ ਹੈ ਉਸ ਨੇ', 'ਬਖ਼ਸ਼ਿਆ ਉਸ ਨੇ', 'ਉਸ ਨੇ ਬਖ਼ਸ਼ ਲਿਆ', 'ਉਸ ਨੇ ਬਖ਼ਸ਼ਿਆ ਹੈ']"
ਬਖਸਿਓਸੁ,['ਉਸ ਨੇ ਬਖ਼ਸ਼ਿਆ']
ਬਖਸਿਹਿ,"['ਜੇ ਤੂੰ ਬਖ਼ਸ਼ਸ਼ ਕਰੇਂ', 'ਜੇ ਤੇਰੀ ਆਪਣੀ ਮੇਹਰ ਹੋਵੇ']"
ਬਖਸਿੰਦ,"['ਮੇਹਰ ਕਰਨ ਵਾਲਾ', 'ਬਖ਼ਸ਼ਣ ਵਾਲਾ', 'ਬਖ਼ਸ਼ਿੰਦ', 'ਬਖ਼ਸ਼ਸ਼ ਕਰਨ ਵਾਲਾ', 'ਬਖ਼ਸ਼ਸ਼ਾਂ ਕਰਨ ਵਾਲਾ']"
ਬਖਸਿੰਦੁ,"['ਦਇਆਵਾਨ', 'ਬਖ਼ਸ਼ਸ਼ ਕਰਨ ਵਾਲਾ', 'ਬਖਸ਼ਣ ਵਾਲਾ']"
ਬਖਸੀ,['ਮੈਨੂੰ ਬਖ਼ਸ਼']
ਬਖਸੀਅਨੁ,"['ਉਸ ਨੇ ਬਖ਼ਸ਼ੀ ਹੈ', 'ਬਖ਼ਸ਼ੀ ਹੈ ਉਸ ਪ੍ਰਭੂ ਨੇ', 'ਬਖ਼ਸ਼ੀ ਹੈ ਉਸ ਨੇ']"
